#OTUID	taxonomy	USEARCH	SINTAX	UTAX
OTU1	GSL|100.0|MK402142|SH1883563.08FU;k:Fungi,p:Mucoromycota,c:Umbelopsidomycetes,o:Umbelopsidales,f:Umbelopsidaceae,g:Umbelopsis,s:Umbelopsis dimorpha	k:Fungi,p:Mucoromycota,c:Umbelopsidomycetes,o:Umbelopsidales,f:Umbelopsidaceae,g:Umbelopsis	k:Fungi,p:Mucoromycota,c:Umbelopsidomycetes,o:Umbelopsidales,f:Umbelopsidaceae,g:Umbelopsis,s:Umbelopsis dimorpha	No hit
OTU16132	GS|98.6|MK794548|SH3565970.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Onygenales	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Onygenales	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Onygenales	No hit
OTU16133	GS|0.0|None;No hit	No hit	No hit	No hit
OTU16136	GS|90.9|KF296868|SH1241222.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	No hit	No hit
OTU16138	GS|85.0|KT728301|SH1529822.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Carcinomycetaceae,g:Carcinomyces	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Carcinomycetaceae,g:Carcinomyces	No hit	No hit
OTU16140	GS|0.0|None;No hit	No hit	No hit	No hit
OTU16141	SS|0.8800|UDB014810|SH1539678.08FU;k:Fungi,p:Mucoromycota,c:Endogonomycetes	k:Fungi,p:Mucoromycota,c:Endogonomycetes	k:Fungi,p:Mucoromycota,c:Endogonomycetes	No hit
OTU16142	GS|71.2|HM240136|SH1648611.08FU;k:Fungi,p:Kickxellomycota	k:Fungi,p:Kickxellomycota	No hit	No hit
OTU16145	GS|99.1|UDB061072|SH2722241.08FU;k:Fungi,p:Ascomycota,c:Xylonomycetes	k:Fungi,p:Ascomycota,c:Xylonomycetes	k:Fungi,p:Ascomycota,c:Leotiomycetes	No hit
OTU16148	SS|1.0000|KF274084|SH1523067.08FU;k:Fungi	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi	No hit
OTU16150	GS|0.0|None;No hit	No hit	No hit	No hit
OTU16154	GS|99.3|UDB0705557|SH2738821.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Hyaloscyphaceae	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Hyaloscyphaceae	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	No hit
OTU16156	SS|0.9500|UDB0736551|SH3229358.08FU;k:Fungi,p:Rozellomycota	k:Fungi,p:Rozellomycota	k:Fungi,p:Rozellomycota	No hit
OTU16158	GS|88.5|UDB0546991|SH2733874.08FU;k:Metazoa,p:Arthropoda	k:Metazoa,p:Arthropoda	No hit	No hit
OTU16159	GS|0.0|None;No hit	No hit	No hit	No hit
OTU16161	GS|98.0|UDB0421889|SH2715271.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Trechisporales,f:Hydnodontaceae,g:Trechispora	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Trechisporales,f:Hydnodontaceae,g:Trechispora	k:Fungi	No hit
OTU16162	SS|1.0000|FR682438|SH1616357.08FU;k:Fungi	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	k:Fungi	No hit
OTU16163	SS|0.9500|UDB036249|SH1235637.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Hygrophoraceae,g:Hygrocybe	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Hygrophoraceae,g:Hygrocybe,s:Hygrocybe quieta	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Hygrophoraceae,g:Hygrocybe	No hit
OTU16168	SS|1.0000|KP889973|SH1160269.08FU;k:Fungi	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora	k:Fungi	No hit
OTU16169	SS|1.0000|JX042807|SH1160424.08FU;k:Fungi	k:Fungi	k:Fungi	No hit
OTU16170	SS|0.8500|UDB0187179|SH2729278.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	No hit
OTU16171	SS|0.8300|None;k:Rhizaria,p:Cercozoa	No hit	k:Rhizaria,p:Cercozoa	No hit
OTU16172	GS|74.3|MH986812|SH1529986.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium,s:Penicillium citrinum	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium,s:Penicillium citrinum	No hit	No hit
OTU16174	GS|82.8|AB926076|SH1524028.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Sclerotiniaceae,g:Moellerodiscus	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Sclerotiniaceae,g:Moellerodiscus	No hit	No hit
OTU16177	GS|97.7|MH860222|SH1516194.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Talaromyces,s:Talaromyces purpureus	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Talaromyces,s:Talaromyces purpureus	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Talaromyces	No hit
OTU16178	SS|0.9800|UDB0352728|SH2612384.08FU;k:Fungi	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Atheliales,f:Tylosporaceae,g:Amphinema	k:Fungi	No hit
OTU16179	SS|0.9400|KT958772|SH1649663.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Hyaloscyphaceae,g:Rommelaarsia	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	No hit
OTU16180	GS|71.0|UDB0752897|SH3236476.08FU;k:Fungi	k:Fungi	No hit	No hit
OTU16181	GS|0.0|None;No hit	No hit	No hit	No hit
OTU16182	SS|0.9200|LC171576|SH1572368.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Sebacinaceae,g:Sebacina	k:Fungi,p:Basidiomycota,c:Agaricomycetes	No hit
OTU16186	GS|100.0|MG552976|SH1503912.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Cortinariaceae,g:Cortinarius	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Cortinariaceae,g:Cortinarius	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Cortinariaceae,g:Cortinarius	No hit
OTU16187	SS|0.8800|JQ760915|SH1554115.08FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Coniochaetales	k:Fungi,p:Ascomycota	No hit
OTU16189	GS|0.0|None;No hit	No hit	No hit	No hit
OTU16194	GS|87.1|KU581691|SH1177623.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Teichosporaceae,g:Teichospora	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Teichosporaceae,g:Teichospora	No hit	No hit
OTU16197	GS|81.6|MT730831|SH1658186.08FU;k:Fungi,p:Blastocladiomycota,c:Blastocladiomycetes,o:Blastocladiales,f:Physodermataceae,g:Paraphysoderma,s:Paraphysoderma sedebokerense	k:Fungi,p:Blastocladiomycota,c:Blastocladiomycetes,o:Blastocladiales,f:Physodermataceae,g:Paraphysoderma,s:Paraphysoderma sedebokerense	No hit	No hit
OTU16201	GS|91.3|UDB0352728|SH2612384.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Atheliales,f:Tylosporaceae,g:Amphinema	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Atheliales,f:Tylosporaceae,g:Amphinema	No hit	No hit
OTU16202	GS|97.3|MK442581|SH1556912.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala,s:Exophiala abietophila	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala,s:Exophiala abietophila	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala	No hit
OTU16203	SS|1.0000|MG735240|SH2707080.08FU;k:Fungi	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Diatrypaceae,g:Monosporascus	k:Fungi	No hit
OTU16204	SS|0.9500|UDB0341962|SH1516142.08FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae	k:Fungi,p:Ascomycota	No hit
OTU16205	SS|0.9200|KF577822|SH1609727.08FU;k:Rhizaria	k:Rhizaria,p:Cercozoa,o:Thaumatomonadida,f:Thaumatomastigidae,g:Thaumatomonas	k:Rhizaria	No hit
OTU16206	GS|74.6|KY687794|SH1506897.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales	No hit	No hit
OTU16207	GS|97.6|AB520310|SH1551574.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Ceratobasidiaceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Ceratobasidiaceae	k:Fungi	No hit
OTU16209	GS|75.1|FJ384911|SH1578002.08FU;k:Metazoa,p:Platyhelminthes,c:Catenulida,f:Stenostomidae,g:Stenostomum	k:Metazoa,p:Platyhelminthes,c:Catenulida,f:Stenostomidae,g:Stenostomum	No hit	No hit
OTU16210	GS|97.9|GQ923979|SH1211585.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Magnaporthales,f:Magnaporthaceae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Magnaporthales,f:Magnaporthaceae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Magnaporthales,f:Magnaporthaceae	No hit
OTU16211	GS|77.5|KF297177|SH1244385.08FU;k:Fungi,p:Rozellomycota	k:Fungi,p:Rozellomycota	No hit	No hit
OTU16212	GS|98.7|UDB0445714|SH2732184.08FU;k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales	k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales	k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales	No hit
OTU16216	GS|82.0|MF971211|SH3225380.08FU;k:Fungi	k:Fungi	No hit	No hit
OTU16218	SS|1.0000|None;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Diversisporales,g:Entrophospora	No hit	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Diversisporales,g:Entrophospora	No hit
OTU16224	SS|1.0000|HQ533044|SH1564017.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita inopinata	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita inopinata	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita inopinata	No hit
OTU16226	SS|1.0000|HM240136|SH1648611.08FU;k:Fungi,p:Kickxellomycota	k:Fungi,p:Kickxellomycota	k:Fungi,p:Kickxellomycota	No hit
OTU16227	SS|1.0000|JX456746|SH1561322.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Venturiales	k:Fungi	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Venturiales	No hit
OTU16228	GS|98.3|KP137053|SH1563601.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita	No hit
OTU16230	GS|84.0|UDB067442|SH3313226.08FU;k:Fungi,p:Blastocladiomycota,c:Blastocladiomycetes,o:Blastocladiales	k:Fungi,p:Blastocladiomycota,c:Blastocladiomycetes,o:Blastocladiales	No hit	No hit
OTU16233	GS|73.4|MH910581|SH1515569.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Sclerodermataceae,g:Scleroderma,s:Scleroderma polyrhizum	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Sclerodermataceae,g:Scleroderma,s:Scleroderma polyrhizum	No hit	No hit
OTU16234	GS|72.3|KF297121|SH1157014.08FU;k:Fungi	k:Fungi	No hit	No hit
OTU16237	SS|1.0000|HQ260147|SH1176546.08FU;k:Fungi	k:Fungi	k:Fungi	No hit
OTU16240	GS|72.9|KP889424|SH1517304.08FU;k:Fungi,p:Mucoromycota,c:Endogonomycetes	k:Fungi,p:Mucoromycota,c:Endogonomycetes	No hit	No hit
OTU16243	SS|1.0000|MF976597|SH1172807.08FU;k:Fungi	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	k:Fungi	No hit
OTU16244	SS|0.8100|HG425891|SH1175361.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	No hit
OTU16246	GS|97.7|UDB016657|SH1528637.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae,g:Tomentella	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae,g:Tomentella	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae	No hit
OTU16247	GS|72.5|KP889925|SH1244539.08FU;k:Fungi,p:Rozellomycota	k:Fungi,p:Rozellomycota	No hit	No hit
OTU16249	GS|85.9|KP756589|SH1506530.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Diversisporales,f:Acaulosporaceae,g:Acaulospora	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Diversisporales,f:Acaulosporaceae,g:Acaulospora	No hit	No hit
OTU16250	GS|97.1|UDB041904|SH2720478.08FU;k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	No hit	No hit
OTU16251	GS|76.6|MN905918|SH2721816.08FU;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella	No hit	No hit
OTU16252	GS|92.5|HQ693099|SH1552644.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Pisolithaceae,g:Pisolithus,s:Pisolithus marmoratus	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Pisolithaceae,g:Pisolithus,s:Pisolithus marmoratus	No hit	No hit
OTU16254	SS|0.9100|KF296868|SH1241222.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	No hit
OTU16255	SS|0.9900|HG937062|SH1185964.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Hyphodermataceae,g:Hyphoderma	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Hyphodermataceae,g:Hyphoderma	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Hyphodermataceae,g:Hyphoderma	No hit
OTU16256	SS|0.9300|KY965408|SH1186224.08FU;k:Fungi,p:Glomeromycota	k:Fungi,p:Glomeromycota,c:Glomeromycetes	k:Fungi,p:Glomeromycota	No hit
OTU16257	GS|100.0|KX287456|SH1577457.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Mycosphaerellaceae,g:Ramularia,s:Ramularia hydrangeae-macrophyllae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Mycosphaerellaceae,g:Ramularia,s:Ramularia hydrangeae-macrophyllae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Mycosphaerellaceae,g:Ramularia	No hit
OTU16258	GS|0.0|None;No hit	No hit	No hit	No hit
OTU16259	GS|92.3|MN735715|SH1552428.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	No hit	No hit
OTU16260	SS|1.0000|MK614854|SH2705912.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	No hit
OTU16263	SS|0.9800|JX043199|SH1246349.08FU;k:Fungi,p:Chytridiomycota,c:Spizellomycetes,o:Spizellomycetales,f:Spizellomycetaceae,g:Spizellomyces	k:Fungi,p:Chytridiomycota,c:Spizellomycetes,o:Spizellomycetales,f:Spizellomycetaceae,g:Spizellomyces	k:Fungi,p:Chytridiomycota,c:Spizellomycetes,o:Spizellomycetales,f:Spizellomycetaceae,g:Spizellomyces	No hit
OTU16264	GS|87.9|UDB0427865|SH2729561.08FU;k:Fungi,p:Rozellomycota	k:Fungi,p:Rozellomycota	No hit	No hit
OTU16265	GS|99.3|UDB0205386|SH1509622.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	No hit
OTU16266	SS|0.9800|HQ212209|SH1512129.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Omphalotaceae,g:Gymnopus	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Marasmiaceae,g:Marasmius	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Omphalotaceae,g:Gymnopus	No hit
OTU16270	SS|0.9500|MW216296|SH2737920.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi	k:Fungi,p:Ascomycota,c:Sordariomycetes	No hit
OTU16274	SS|0.9000|MK442622|SH2706392.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Teratosphaeriaceae,g:Pseudoteratosphaeria,s:Pseudoteratosphaeria africana	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	No hit
OTU16275	GS|75.2|KC966225|SH1244371.08FU;k:Fungi,p:Chytridiomycota,c:Lobulomycetes,o:Lobulomycetales	k:Fungi,p:Chytridiomycota,c:Lobulomycetes,o:Lobulomycetales	No hit	No hit
OTU16280	SS|1.0000|MG751256|SH1155114.08FU;k:Fungi,p:Mucoromycota,c:Umbelopsidomycetes,o:Umbelopsidales,f:Umbelopsidaceae,g:Umbelopsis	k:Fungi,p:Mucoromycota,c:Umbelopsidomycetes,o:Umbelopsidales,f:Umbelopsidaceae,g:Umbelopsis,s:Umbelopsis isabellina	k:Fungi,p:Mucoromycota,c:Umbelopsidomycetes,o:Umbelopsidales,f:Umbelopsidaceae,g:Umbelopsis	No hit
OTU16281	GS|100.0|UDB0314279|SH2720450.08FU;k:Rhizaria,p:Cercozoa,o:Cercomonadida	k:Rhizaria,p:Cercozoa,o:Cercomonadida	k:Rhizaria,p:Cercozoa	No hit
OTU16282	GS|0.0|None;No hit	No hit	No hit	No hit
OTU16283	GS|100.0|HQ631031|SH1523540.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Tremellaceae,g:Tremella	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Tremellaceae,g:Tremella	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Tremellaceae,g:Tremella	No hit
OTU16285	GS|0.0|None;No hit	No hit	No hit	No hit
OTU16286	GS|99.1|FJ552720|SH1557958.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Tremellodendropsidales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Tremellodendropsidales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Tremellodendropsidales	No hit
OTU16288	SS|0.8900|UDB0267285|SH3208988.08FU;k:Fungi	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales	k:Fungi	No hit
OTU16294	SS|0.9900|AB986366|SH1564669.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales	No hit
OTU16297	SS|1.0000|KU144621|SH1565785.08FU;k:Fungi	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	k:Fungi	No hit
OTU16299	GS|98.0|FN610900|SH1529877.08FU;k:Fungi,p:Rozellomycota	k:Fungi,p:Rozellomycota	k:Fungi,p:Rozellomycota	No hit
OTU16301	GS|98.8|HM583807|SH1183269.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Atheliales,f:Atheliaceae,g:Athelia	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Atheliales,f:Atheliaceae,g:Athelia	k:Fungi	No hit
OTU16302	SS|0.8800|UDB0377900|SH2731524.08FU;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae	No hit
OTU16306	SS|1.0000|JX456835|SH1171548.08FU;k:Fungi	k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi	No hit
OTU16308	SS|0.9800|LR744068|SH1532271.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium,s:Penicillium citrinum	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	No hit
OTU16311	GS|86.3|KY774037|SH1144141.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Hymenochaetales,f:Hymenochaetaceae,g:Coltricia	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Hymenochaetales,f:Hymenochaetaceae,g:Coltricia	No hit	No hit
OTU16312	GS|0.0|None;No hit	No hit	No hit	No hit
OTU16313	SS|0.8600|LS997560|SH2594371.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,g:Chaetophoma	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,g:Chaetophoma	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,g:Chaetophoma	No hit
OTU16314	SS|0.9900|KM104076|SH1160448.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleraceae,g:Genolevuria	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales	No hit
OTU16316	GS|88.9|JX043033|SH1543062.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae,g:Hymenoscyphus	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae,g:Hymenoscyphus	No hit	No hit
OTU16322	GS|98.4|JF499841|SH1160229.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala,s:Exophiala capensis	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala,s:Exophiala capensis	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala,s:Exophiala capensis	No hit
OTU16326	GS|80.2|UDB0539034|SH2739140.08FU;k:Rhizaria,p:Cercozoa,o:Thaumatomonadida	k:Rhizaria,p:Cercozoa,o:Thaumatomonadida	No hit	No hit
OTU16327	GS|88.9|UDB0352728|SH2612384.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Atheliales,f:Tylosporaceae,g:Amphinema	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Atheliales,f:Tylosporaceae,g:Amphinema	No hit	No hit
OTU16328	SS|0.9200|KT265804|SH1522428.08FU;k:Fungi,p:Basidiomycota,c:Microbotryomycetes	k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,f:Sporidiobolaceae,g:Rhodotorula	k:Fungi,p:Basidiomycota,c:Microbotryomycetes	No hit
OTU16329	GS|98.3|MH857409|SH1549967.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Aspergillus,s:Aspergillus silvaticus	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Aspergillus,s:Aspergillus silvaticus	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales	No hit
OTU16330	GS|79.7|UDB0352728|SH2612384.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Atheliales,f:Tylosporaceae,g:Amphinema	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Atheliales,f:Tylosporaceae,g:Amphinema	No hit	No hit
OTU16331	GS|98.0|UDB0334594|SH2720376.08FU;k:Fungi,p:Rozellomycota	k:Fungi,p:Rozellomycota	k:Fungi	No hit
OTU16336	SS|0.9400|KX776448|SH1235540.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Trichosporonales,f:Tetragoniomycetaceae,g:Tetragoniomyces,s:Tetragoniomyces uliginosus	k:Fungi,p:Basidiomycota,c:Tremellomycetes	No hit
OTU16338	SS|0.9700|MT730933|SH1514622.08FU;k:Fungi,p:Chytridiomycota,c:Rhizophlyctidomycetes,o:Rhizophlyctidales,f:Rhizophlyctidaceae,g:Rhizophlyctis	k:Fungi,p:Chytridiomycota,c:Rhizophlyctidomycetes,o:Rhizophlyctidales,f:Rhizophlyctidaceae,g:Rhizophlyctis,s:Rhizophlyctis rosea	k:Fungi,p:Chytridiomycota,c:Rhizophlyctidomycetes,o:Rhizophlyctidales,f:Rhizophlyctidaceae,g:Rhizophlyctis	No hit
